118,username727,2019-03-15,username728,2019-03-17
118,username730,2019-03-17,username732,2019-03-19
118,username733,2019-03-19,username734,2019-03-23
118,username735,2019-03-23,username727,2019-03-27
119,username740,2019-03-15,username741,2019-03-16
119,username742,2019-03-16,username744,username744,2019-03-18
120,username745,2019-03-15,username747,2019-03-16
120,username748,2019-03-16,username749,2019-03-17
120,username752,2019-03-17,username754,username754,2019-03-20
122,username755,2019-03-15,username756,2019-03-17
122,username757,2019-03-17,username758,2019-03-18
122,username760,2019-03-18,username761,2019-03-22
122,username763,2019-03-22,username755,2019-03-26
123,username765,2019-03-15,username767,2019-03-16
123,username768,2019-03-16,username769,2019-03-18
123,username770,2019-03-18,username771,2019-03-20
123,username775,2019-03-20,username765,2019-03-21
125,username777,2019-03-15,username778,2019-03-16
125,username779,2019-03-16,username783,2019-03-20
125,username785,2019-03-20,username786,2019-03-24
125,username787,2019-03-24,username777,2019-03-25
127,username790,2019-03-15,username790,2019-03-18
128,username792,2019-03-15,username794,2019-03-19
128,username795,2019-03-19,username792,2019-03-20
129,username797,2019-03-15,username799,2019-03-18
129,username801,2019-03-18,username802,2019-03-22
129,username803,2019-03-22,,2019-03-25
130,username806,2019-03-15,username807,2019-03-16
130,username810,2019-03-16,username811,2019-03-19
130,username812,2019-03-19,username813,username813,2019-03-20
131,username815,2019-03-15,,2019-03-16
132,username820,2019-03-15,username821,2019-03-19
132,username824,2019-03-19,username825,2019-03-21
132,username826,2019-03-21,username820,2019-03-22
133,username828,2019-03-15,username830,2019-03-16
133,username832,2019-03-16,username828,2019-03-17
134,username834,2019-03-15,username836,2019-03-17
134,username837,2019-03-17,username838,username838,2019-03-21
135,username839,2019-03-15,username841,2019-03-19
135,username842,2019-03-19,username839,2019-03-23
136,username844,2019-03-15,username845,username845,2019-03-17
137,username848,2019-03-15,username849,2019-03-17
137,username850,2019-03-17,username852,2019-03-18
137,username853,2019-03-18,username854,username854,2019-03-22
138,username855,2019-03-15,username857,2019-03-19
138,username858,2019-03-19,username855,2019-03-20
139,username860,2019-03-15,username860,2019-03-19
140,username864,2019-03-15,username865,2019-03-17
140,username867,2019-03-17,username868,2019-03-18
140,username869,2019-03-18,username870,2019-03-22
140,username872,2019-03-22,,2019-03-25
141,username874,2019-03-15,username875,2019-03-16
141,username876,2019-03-16,username874,2019-03-18
143,username879,2019-03-15,username880,2019-03-19
143,username883,2019-03-19,username886,2019-03-20
143,username887,2019-03-20,username879,2019-03-21
144,username889,2019-03-15,username890,2019-03-17
144,username892,2019-03-17,username893,2019-03-19
144,username894,2019-03-19,username896,2019-03-21
144,username898,2019-03-21,username889,2019-03-22
145,username901,2019-03-15,username902,2019-03-19
145,username903,2019-03-19,username906,2019-03-23
145,username908,2019-03-23,username909,2019-03-27
145,username910,2019-03-27,username901,2019-03-28
146,username914,2019-03-15,username915,2019-03-18
146,username917,2019-03-18,username914,2019-03-20
147,username919,2019-03-15,username921,2019-03-17
147,username922,2019-03-17,username923,2019-03-21
147,username924,2019-03-21,username926,2019-03-23
147,username927,2019-03-23,username919,2019-03-26
148,username929,2019-03-15,username930,2019-03-17
148,username932,2019-03-17,username934,2019-03-21
148,username935,2019-03-21,username936,2019-03-23
148,username937,2019-03-23,,2019-03-24
149,username940,2019-03-15,username941,2019-03-19
149,username942,2019-03-19,username940,2019-03-23
150,username945,2019-03-15,username947,2019-03-18
150,username948,2019-03-18,username949,2019-03-20
150,username951,2019-03-20,username945,2019-03-23
151,username954,2019-03-15,username954,2019-03-17
153,username956,2019-03-15,username956,2019-03-17
154,username959,2019-03-15,username961,2019-03-19
154,username962,2019-03-19,username959,2019-03-22
157,username964,2019-03-15,username966,2019-03-17
157,username968,2019-03-17,username964,2019-03-20
159,username970,2019-03-15,username971,2019-03-18
159,username973,2019-03-18,username975,2019-03-19
159,username976,2019-03-19,username977,2019-03-23
159,username979,2019-03-23,username970,2019-03-24
160,username981,2019-03-15,username982,2019-03-18
160,username983,2019-03-18,username985,2019-03-22
160,username986,2019-03-22,username987,2019-03-24
160,username988,2019-03-24,username981,2019-03-25
162,username992,2019-03-15,username994,2019-03-16
162,username995,2019-03-16,username996,2019-03-18
162,username997,2019-03-18,username1000,2019-03-20
162,username1001,2019-03-20,username992,2019-03-22
163,username1003,2019-03-15,username1005,2019-03-19
163,username1006,2019-03-19,username1003,2019-03-23
164,username1008,2019-03-15,username1010,2019-03-16
164,username1011,2019-03-16,username1012,2019-03-18
164,username1014,2019-03-18,username1008,2019-03-22
166,username1016,2019-03-15,username1018,2019-03-17
166,username1019,2019-03-17,username1020,2019-03-20
166,username1021,2019-03-20,username1016,2019-03-24
167,username1024,2019-03-15,username1024,2019-03-19
168,username1026,2019-03-15,username1027,2019-03-16
168,username1028,2019-03-16,username1030,2019-03-18
168,username1031,2019-03-18,username1032,2019-03-20
168,username1034,2019-03-20,username1026,2019-03-21
169,username1036,2019-03-15,username1036,2019-03-17
171,username1038,2019-03-15,username1040,2019-03-17
171,username1041,2019-03-17,username1038,2019-03-19
172,username1043,2019-03-15,username1044,2019-03-16
172,username1046,2019-03-16,username1048,2019-03-20
172,username1049,2019-03-20,username1043,2019-03-23
173,username1051,2019-03-15,username1051,2019-03-19
174,username1054,2019-03-15,username1054,2019-03-18
175,username1056,2019-03-15,username1056,2019-03-17
176,username1059,2019-03-15,username1060,username1060,2019-03-18
177,username1062,2019-03-15,username1063,2019-03-18
177,username1065,2019-03-18,username1066,2019-03-20
177,username1067,2019-03-20,username1069,2019-03-22
177,username1070,2019-03-22,username1062,2019-03-24
178,username1073,2019-03-15,username1074,2019-03-17
178,username1075,2019-03-17,username1076,2019-03-20
178,username1079,2019-03-20,username1073,2019-03-22
179,username1081,2019-03-15,username1082,2019-03-18
179,username1084,2019-03-18,,2019-03-22
181,username1087,2019-03-15,username1088,2019-03-19
181,username1089,2019-03-19,username1087,2019-03-22
182,username1091,2019-03-15,username1094,2019-03-16
182,username1095,2019-03-16,username1097,2019-03-19
182,username1098,2019-03-19,username1091,2019-03-20
183,username1101,2019-03-15,username1102,2019-03-19
183,username1103,2019-03-19,username1104,2019-03-20
183,username1106,2019-03-20,username1107,2019-03-22
183,username1108,2019-03-22,username1101,2019-03-23
184,username1111,2019-03-15,username1112,2019-03-16
184,username1113,2019-03-16,username1114,2019-03-20
184,username1116,2019-03-20,username1117,2019-03-24
184,username1119,2019-03-24,,2019-03-26
185,username1121,2019-03-15,username1122,2019-03-16
185,username1123,2019-03-16,username1126,2019-03-17
185,username1129,2019-03-17,username1121,2019-03-19
186,username1132,2019-03-15,username1133,2019-03-17
186,username1135,2019-03-17,username1132,2019-03-18
187,username1139,2019-03-15,username1140,2019-03-16
187,username1141,2019-03-16,username1139,2019-03-17
189,username1147,2019-03-15,username1148,2019-03-18
189,username1149,2019-03-18,username1151,2019-03-21
189,username1152,2019-03-21,username1153,2019-03-22
189,username1154,2019-03-22,username1155,username1155,2019-03-26
190,username1157,2019-03-15,username1157,2019-03-18
191,username1159,2019-03-15,username1160,2019-03-17
191,username1161,2019-03-17,username1163,2019-03-20
191,username1164,2019-03-20,username1159,2019-03-21
192,username1166,2019-03-15,username1168,2019-03-17
192,username1169,2019-03-17,username1170,2019-03-18
192,username1171,2019-03-18,username1166,2019-03-21
193,username1175,2019-03-15,username1176,2019-03-17
193,username1177,2019-03-17,username1179,2019-03-19
193,username1180,2019-03-19,username1182,2019-03-20
193,username1183,2019-03-20,username1185,username1185,2019-03-24
194,username1186,2019-03-15,username1187,2019-03-18
194,username1188,2019-03-18,username1189,2019-03-19
194,username1191,2019-03-19,,2019-03-22
195,username1193,2019-03-15,username1194,2019-03-19
195,username1195,2019-03-19,username1197,2019-03-21
195,username1198,2019-03-21,username1199,2019-03-23
195,username1200,2019-03-23,username1193,2019-03-24
196,username1204,2019-03-15,username1205,2019-03-16
196,username1207,2019-03-16,username1208,2019-03-19
196,username1209,2019-03-19,username1204,2019-03-23
197,username1211,2019-03-15,username1213,2019-03-19
197,username1214,2019-03-19,username1215,2019-03-23
197,username1216,2019-03-23,username1217,2019-03-24
197,username1219,2019-03-24,username1220,username1220,2019-03-26
199,username1221,2019-03-15,username1221,2019-03-17
200,username1223,2019-03-15,username1225,2019-03-18
200,username1227,2019-03-18,username1228,2019-03-22
200,username1229,2019-03-22,username1230,2019-03-23
200,username1232,2019-03-23,username1223,2019-03-26
201,username1234,2019-03-15,username1235,2019-03-17
201,username1236,2019-03-17,username1238,2019-03-21
201,username1240,2019-03-21,username1234,2019-03-22
202,username1243,2019-03-15,username1244,username1244,2019-03-17
203,username1245,2019-03-15,username1246,2019-03-16
203,username1248,2019-03-16,username1249,2019-03-20
203,username1250,2019-03-20,username1251,2019-03-22
203,username1252,2019-03-22,username1245,2019-03-26
204,username1255,2019-03-15,username1257,2019-03-17
204,username1258,2019-03-17,username1259,2019-03-18
204,username1260,2019-03-18,username1263,2019-03-22
204,username1264,2019-03-22,username1255,2019-03-26
206,username1268,2019-03-15,username1270,2019-03-16
206,username1272,2019-03-16,username1268,2019-03-17
208,username1274,2019-03-15,username1275,2019-03-17
208,username1277,2019-03-17,username1274,2019-03-19
209,username1279,2019-03-15,username1279,2019-03-17
211,username1282,2019-03-15,username1283,2019-03-19
211,username1284,2019-03-19,username1286,2019-03-21
211,username1287,2019-03-21,username1288,username1288,2019-03-23
212,username1289,2019-03-15,username1289,2019-03-19
213,username1299,2019-03-15,username1299,2019-03-17
214,username1301,2019-03-15,username1303,2019-03-17
214,username1304,2019-03-17,username1305,2019-03-21
214,username1307,2019-03-21,username1308,2019-03-24
214,username1309,2019-03-24,username1301,2019-03-25
215,username1311,2019-03-15,username1313,username1313,2019-03-18
217,username1314,2019-03-15,username1315,2019-03-17
217,username1316,2019-03-17,username1317,2019-03-19
217,username1319,2019-03-19,,2019-03-22
219,username1322,2019-03-15,username1323,2019-03-16
219,username1325,2019-03-16,username1322,2019-03-20
221,username1327,2019-03-15,username1328,2019-03-19
221,username1329,2019-03-19,,2019-03-20
222,username1332,2019-03-15,username1332,2019-03-17
225,username1334,2019-03-15,username1335,2019-03-19
225,username1338,2019-03-19,username1339,2019-03-22
225,username1340,2019-03-22,username1342,2019-03-23
225,username1343,2019-03-23,username1334,2019-03-26
226,username1345,2019-03-15,username1346,username1346,2019-03-19
227,username1348,2019-03-15,username1348,2019-03-17
228,username1351,2019-03-15,username1352,2019-03-17
228,username1353,2019-03-17,username1354,2019-03-20
228,username1355,2019-03-20,username1357,2019-03-21
228,username1358,2019-03-21,username1359,username1359,2019-03-23
230,username1360,2019-03-15,username1362,username1362,2019-03-16
232,username1363,2019-03-15,username1364,2019-03-19
232,username1366,2019-03-19,username1363,2019-03-20
233,username1368,2019-03-15,username1369,2019-03-18
233,username1370,2019-03-18,username1373,2019-03-20
233,username1374,2019-03-20,username1368,2019-03-24
234,username1376,2019-03-15,username1378,2019-03-19
234,username1379,2019-03-19,username1380,2019-03-20
234,username1381,2019-03-20,username1383,2019-03-22
234,username1384,2019-03-22,username1376,2019-03-26
235,username1388,2019-03-15,username1389,2019-03-17
235,username1391,2019-03-17,username1388,2019-03-20
236,username1393,2019-03-15,username1393,2019-03-19
237,username1395,2019-03-15,username1397,2019-03-18
237,username1398,2019-03-18,username1399,2019-03-21
237,username1400,2019-03-21,username1401,2019-03-23
237,username1405,2019-03-23,username1395,2019-03-24
238,username1408,2019-03-15,username1408,2019-03-18
240,username1412,2019-03-15,username1413,2019-03-19
240,username1414,2019-03-19,username1416,2019-03-22
240,username1417,2019-03-22,username1419,2019-03-26
240,username1421,2019-03-26,username1412,2019-03-30
241,username1423,2019-03-15,username1424,2019-03-17
241,username1425,2019-03-17,username1423,2019-03-18
242,username1428,2019-03-15,username1429,2019-03-17
242,username1431,2019-03-17,username1433,2019-03-20
242,username1434,2019-03-20,username1435,2019-03-21
242,username1436,2019-03-21,,2019-03-25
243,username1439,2019-03-15,username1440,2019-03-18
243,username1441,2019-03-18,username1439,2019-03-21
244,username1445,2019-03-15,username1446,2019-03-19
244,username1447,2019-03-19,username1448,2019-03-22
244,username1450,2019-03-22,username1451,2019-03-25
244,username1452,2019-03-25,username1445,2019-03-28
245,username1455,2019-03-15,username1456,2019-03-19
245,username1457,2019-03-19,username1458,2019-03-23
245,username1460,2019-03-23,username1461,2019-03-25
245,username1462,2019-03-25,username1455,2019-03-26
246,username1466,2019-03-15,username1467,2019-03-17
246,username1472,2019-03-17,username1466,2019-03-18
247,username1474,2019-03-15,username1474,2019-03-19
248,username1477,2019-03-15,username1479,2019-03-16
248,username1480,2019-03-16,username1482,username1482,2019-03-18
249,username1484,2019-03-15,username1484,2019-03-17
250,username1486,2019-03-15,username1486,2019-03-17
251,username1488,2019-03-15,username1490,2019-03-19
251,username1491,2019-03-19,username1493,username1493,2019-03-21
252,username1495,2019-03-15,username1496,2019-03-17
252,username1498,2019-03-17,username1495,2019-03-21
254,username1501,2019-03-15,username1501,2019-03-16
255,username1503,2019-03-15,username1505,2019-03-17
255,username1507,2019-03-17,username1508,2019-03-20
255,username1509,2019-03-20,username1503,2019-03-24
256,username1512,2019-03-15,username1513,2019-03-16
256,username1514,2019-03-16,username1515,2019-03-20
256,username1516,2019-03-20,username1512,2019-03-22
258,username1519,2019-03-15,username1521,2019-03-19
258,username1523,2019-03-19,username1524,2019-03-23
258,username1525,2019-03-23,username1526,2019-03-26
258,username1527,2019-03-26,username1519,2019-03-28
259,username1530,2019-03-15,username1531,2019-03-19
259,username1533,2019-03-19,username1530,2019-03-23
261,username1535,2019-03-15,username1536,2019-03-18
261,username1538,2019-03-18,username1539,2019-03-19
261,username1540,2019-03-19,username1542,username1542,2019-03-23
262,username1544,2019-03-15,username1545,2019-03-16
262,username1546,2019-03-16,username1544,2019-03-18
263,username1549,2019-03-15,username1550,2019-03-18
263,username1551,2019-03-18,username1552,2019-03-22
263,username1554,2019-03-22,username1556,2019-03-23
263,username1557,2019-03-23,username1549,2019-03-27
264,username1562,2019-03-15,username1564,2019-03-17
264,username1566,2019-03-17,username1567,2019-03-19
264,username1568,2019-03-19,username1569,2019-03-20
264,username1571,2019-03-20,username1562,2019-03-24
266,username1573,2019-03-15,username1574,2019-03-18
266,username1576,2019-03-18,username1573,2019-03-20
267,username1579,2019-03-15,username1579,2019-03-17
268,username1583,2019-03-15,username1585,2019-03-18
268,username1586,2019-03-18,username1587,2019-03-19
268,username1588,2019-03-19,username1589,2019-03-23
268,username1591,2019-03-23,username1583,2019-03-25
269,username1593,2019-03-15,username1594,2019-03-19
269,username1596,2019-03-19,username1593,2019-03-23
270,username1600,2019-03-15,username1601,2019-03-18
270,username1602,2019-03-18,username1603,2019-03-19
270,username1607,2019-03-19,username1608,2019-03-20
270,username1609,2019-03-20,username1600,2019-03-23
271,username1613,2019-03-15,username1613,2019-03-18
272,username1616,2019-03-15,username1616,2019-03-16
274,username1618,2019-03-15,username1619,2019-03-17
274,username1621,2019-03-17,username1618,2019-03-19
275,username1623,2019-03-15,username1625,2019-03-18
275,username1626,2019-03-18,username1623,2019-03-22
276,username1629,2019-03-15,username1629,2019-03-19
277,username1631,2019-03-15,username1632,2019-03-18
277,username1633,2019-03-18,username1635,2019-03-21
277,username1640,2019-03-21,username1641,2019-03-25
277,username1642,2019-03-25,username1644,username1644,2019-03-28
278,username1646,2019-03-15,username1647,2019-03-18
278,username1648,2019-03-18,username1646,2019-03-19
279,username1651,2019-03-15,username1651,2019-03-19
280,username1653,2019-03-15,username1654,2019-03-18
280,username1656,2019-03-18,username1658,2019-03-20
280,username1659,2019-03-20,username1653,2019-03-22
282,username1661,2019-03-15,username1661,2019-03-18
283,username1664,2019-03-15,username1664,2019-03-17
284,username1667,2019-03-15,username1668,2019-03-16
284,username1669,2019-03-16,username1671,2019-03-19
284,username1672,2019-03-19,username1674,2019-03-21
284,username1675,2019-03-21,username1667,2019-03-23
285,username1678,2019-03-15,username1679,2019-03-19
285,username1680,2019-03-19,username1682,username1682,2019-03-23
286,username1683,2019-03-15,username1684,2019-03-17
286,username1685,2019-03-17,,2019-03-19
287,username1689,2019-03-15,username1690,2019-03-19
287,username1691,2019-03-19,username1689,2019-03-22
292,username1694,2019-03-15,username1695,2019-03-17
292,username1696,2019-03-17,username1698,2019-03-19
292,username1699,2019-03-19,username1700,2019-03-22
292,username1701,2019-03-22,username1694,2019-03-26
